         637770 function calls (617981 primitive calls) in 0.562 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.001    0.001 args.py:193(compute_client_args)
        2    0.000    0.000    0.001    0.001 client.py:270(_register_legacy_retries)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:1(<module>)
      213    0.000    0.000    0.001    0.000 docscrape.py:92(read_to_next_unindented_line)
     1565    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.001    0.001 expr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tarfile.py:1(<module>)
     3179    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.000    0.000    0.001    0.001 rolling.py:1855(Rolling)
      199    0.001    0.000    0.001    0.000 enum.py:390(__setitem__)
      158    0.000    0.000    0.001    0.000 _parser.py:98(closegroup)
     2576    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      783    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:445(cb)
     1565    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:79(__init__)
        1    0.000    0.000    0.001    0.001 config_init.py:1(<module>)
        2    0.000    0.000    0.001    0.001 six.py:1(<module>)
      262    0.001    0.000    0.001    0.000 _compiler.py:386(_mk_bitmap)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
        1    0.000    0.000    0.001    0.001 visitor.py:1(<module>)
        2    0.000    0.000    0.001    0.001 endpoint.py:390(create_endpoint)
        1    0.000    0.000    0.001    0.001 discovery.py:1(<module>)
     3179    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1226(__exit__)
      522    0.001    0.000    0.001    0.000 compute.py:107(_get_arg_names)
     1600    0.001    0.000    0.001    0.000 copy.py:231(_keep_alive)
     2301    0.001    0.000    0.001    0.000 _parser.py:176(append)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expanding.py:51(Expanding)
     5527    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
      102    0.000    0.000    0.001    0.000 <frozen abc>:110(register)
       33    0.000    0.000    0.001    0.000 typing.py:1417(copy_with)
      775    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1128(find_spec)
        1    0.000    0.000    0.001    0.001 pydoc.py:1(<module>)
     1565    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
       14    0.000    0.000    0.001    0.000 typing.py:1291(__ror__)
        1    0.000    0.000    0.001    0.001 _arraysetops_impl.py:1(<module>)
       72    0.000    0.000    0.001    0.000 config.py:811(inner)
      297    0.000    0.000    0.001    0.000 inspect.py:2026(_signature_get_user_defined_method)
        1    0.000    0.000    0.001    0.001 context.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _strptime.py:173(__init__)
        1    0.000    0.000    0.001    0.001 dataframe_protocol.py:1(<module>)
        1    0.000    0.000    0.001    0.001 credentials.py:1914(__init__)
        1    0.000    0.000    0.001    0.001 utils.py:3047(__init__)
       28    0.000    0.000    0.001    0.000 inspect.py:882(cleandoc)
       40    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
      102    0.000    0.000    0.001    0.000 {built-in method _abc._abc_register}
        3    0.000    0.000    0.001    0.000 dataclasses.py:1247(dataclass)
       72    0.000    0.000    0.001    0.000 config.py:491(register_option)
        1    0.000    0.000    0.001    0.001 configparser.py:541(RawConfigParser)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
     3519    0.001    0.000    0.001    0.000 {built-in method builtins.min}
        8    0.000    0.000    0.001    0.000 typing.py:2883(__new__)
        1    0.000    0.000    0.001    0.001 __init__.py:469(StrFormatStyle)
        1    0.000    0.000    0.001    0.001 sysconfig.py:532(_init_posix)
      826    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
      294    0.000    0.000    0.001    0.000 __init__.py:164(match)
        1    0.000    0.000    0.001    0.001 resample.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        1    0.000    0.000    0.001    0.001 endpoint_provider.py:1(<module>)
       26    0.000    0.000    0.001    0.000 contextlib.py:272(contextmanager)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1171(exec_module)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
     3261    0.001    0.000    0.001    0.000 _parser.py:164(__len__)
  411/105    0.000    0.000    0.001    0.000 <frozen abc>:121(__subclasscheck__)
     5051    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 shared_memory.py:1(<module>)
  411/105    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.001    0.000 platform.py:1139(python_implementation)
        6    0.000    0.000    0.001    0.000 platform.py:1041(_sys_version)
      711    0.000    0.000    0.001    0.000 _compiler.py:398(_simple)
      783    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:232(__init__)
     2591    0.000    0.000    0.001    0.000 <frozen posixpath>:41(_get_sep)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        2    0.000    0.000    0.001    0.000 model.py:1(<module>)
      212    0.000    0.000    0.001    0.000 hooks.py:30(__copy__)
        3    0.000    0.000    0.001    0.000 __init__.py:73(import_module)
     1372    0.001    0.000    0.001    0.000 copy.py:191(_deepcopy_list)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1375(_gcd_import)
        1    0.000    0.000    0.001    0.001 session.py:478(_register_default_handlers)
     1151    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:645(parent)
        1    0.000    0.000    0.001    0.001 nanops.py:1(<module>)
        6    0.000    0.000    0.001    0.000 args.py:323(compute_s3_config)
       25    0.000    0.000    0.001    0.000 dtypes.py:30(_add_dtype_helper)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
     2115    0.001    0.000    0.001    0.000 _parser.py:293(tell)
        6    0.000    0.000    0.001    0.000 configprovider.py:847(provide)
     5527    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        2    0.000    0.000    0.001    0.000 client.py:393(_register_s3_events)
        2    0.000    0.000    0.001    0.000 enum.py:863(_create_)
     3133    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.001    0.001 pickle_compat.py:1(<module>)
       90    0.000    0.000    0.001    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
      568    0.000    0.000    0.001    0.000 _compiler.py:216(_compile_charset)
        1    0.000    0.000    0.001    0.001 interval.py:186(IntervalArray)
       19    0.000    0.000    0.001    0.000 arrayprint.py:1675(_array_str_implementation)
       17    0.000    0.000    0.001    0.000 typing.py:1850(__new__)
       90    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
      261    0.001    0.000    0.001    0.000 compute.py:204(_get_options_class)
     7391    0.001    0.000    0.001    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.001    0.001 groupby.py:1225(GroupBy)
      589    0.001    0.000    0.001    0.000 enum.py:850(__setattr__)
        1    0.000    0.000    0.001    0.001 futures.py:1(<module>)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _collections.py:1(<module>)
        3    0.000    0.000    0.001    0.000 configloader.py:109(raw_config_parse)
      298    0.000    0.000    0.001    0.000 inspect.py:2160(_signature_is_functionlike)
      417    0.000    0.000    0.001    0.000 <frozen os>:709(__getitem__)
      311    0.000    0.000    0.001    0.000 function_base.py:491(_add_docstring)
        1    0.000    0.000    0.001    0.001 _strptime.py:1(<module>)
      146    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
        3    0.000    0.000    0.001    0.000 utils.py:3154(get_environ_proxies)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
       19    0.000    0.000    0.001    0.000 arrayprint.py:540(wrapper)
        1    0.000    0.000    0.001    0.001 base.py:320(Index)
        1    0.000    0.000    0.001    0.001 base64mime.py:1(<module>)
      644    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:643(_check_name_wrapper)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _core.py:1(<module>)
     2234    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
       10    0.000    0.000    0.001    0.000 extras.py:251(__init__)
     2611    0.000    0.000    0.001    0.000 docscrape.py:71(eof)
  137/133    0.000    0.000    0.001    0.000 session.py:800(get_component)
       99    0.000    0.000    0.001    0.000 inspect.py:2120(_signature_bound_method)
        3    0.000    0.000    0.001    0.000 utils.py:1276(is_valid_endpoint_url)
      408    0.000    0.000    0.001    0.000 utils.py:1458(_cache_guard)
      550    0.000    0.000    0.001    0.000 docscrape.py:64(seek_next_non_empty_line)
       10    0.000    0.000    0.001    0.000 extras.py:255(getdoc)
      272    0.000    0.000    0.001    0.000 configprovider.py:813(provide)
        1    0.000    0.000    0.001    0.001 arrow_parser_wrapper.py:1(<module>)
       53    0.000    0.000    0.001    0.000 __init__.py:2149(getLogger)
        1    0.000    0.000    0.001    0.001 _polynomial_impl.py:1(<module>)
      292    0.000    0.000    0.001    0.000 <frozen _collections_abc>:811(__contains__)
        1    0.000    0.000    0.001    0.001 _type_check_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.001    0.001 _add_newdocs_scalars.py:1(<module>)
      826    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
      575    0.000    0.000    0.001    0.000 docscrape.py:93(is_unindented)
        1    0.000    0.000    0.001    0.001 _nanfunctions_impl.py:1(<module>)
      909    0.000    0.000    0.001    0.000 enum.py:1544(_get_value)
        1    0.000    0.000    0.001    0.001 standard.py:1(<module>)
       19    0.001    0.000    0.001    0.000 arrayprint.py:1668(_guarded_repr_or_str)
        6    0.000    0.000    0.001    0.000 request.py:2505(getproxies_environment)
      408    0.000    0.000    0.001    0.000 __init__.py:131(xform_name)
        1    0.000    0.000    0.001    0.001 parsers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 stata.py:1(<module>)
       80    0.000    0.000    0.001    0.000 typing.py:361(_flatten_literal_params)
        1    0.000    0.000    0.001    0.001 resample.py:121(Resampler)
        1    0.000    0.000    0.001    0.001 session.py:125(_setup_loader)
        1    0.000    0.000    0.001    0.001 utils.py:409(_select_base_url)
       13    0.000    0.000    0.001    0.000 typing.py:747(Optional)
      201    0.000    0.000    0.001    0.000 inspect.py:1841(getattr_static)
        1    0.000    0.000    0.001    0.001 printoptions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 multi.py:1(<module>)
        1    0.000    0.000    0.001    0.001 session.py:199(<lambda>)
        1    0.000    0.000    0.001    0.001 utils.py:1305(is_valid_uri)
        2    0.000    0.000    0.001    0.000 utils.py:1721(register)
       21    0.000    0.000    0.001    0.000 typing.py:1476(__getitem__)
        1    0.000    0.000    0.001    0.001 asserters.py:1(<module>)
     2329    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:436(PercentStyle)
     2114    0.000    0.000    0.001    0.000 enum.py:1129(__new__)
        2    0.000    0.000    0.001    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.001    0.001 info.py:1(<module>)
       29    0.000    0.000    0.001    0.000 typing.py:1485(copy_with)
       53    0.000    0.000    0.001    0.000 __init__.py:1377(getLogger)
        1    0.000    0.000    0.001    0.001 generic.py:154(SeriesGroupBy)
        2    0.000    0.000    0.001    0.000 translate.py:19(build_retry_config)
      779    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:982(find_spec)
      102    0.000    0.000    0.001    0.000 session.py:303(_build_profile_map)
      261    0.000    0.000    0.001    0.000 inspect.py:176(get_annotations)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        7    0.000    0.000    0.001    0.000 session.py:426(full_config)
     4646    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
      646    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:48(_new_module)
     3150    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
     1955    0.000    0.000    0.001    0.000 {built-in method from_bytes}
  419/215    0.000    0.000    0.001    0.000 utils.py:1155(__get__)
      118    0.000    0.000    0.001    0.000 inspect.py:3093(replace)
        1    0.000    0.000    0.001    0.001 objects.py:1(<module>)
      183    0.000    0.000    0.001    0.000 inspect.py:2808(replace)
        2    0.000    0.000    0.001    0.000 client.py:381(_register_s3express_events)
        1    0.000    0.000    0.001    0.001 serialize.py:1(<module>)
     1405    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      920    0.000    0.000    0.000    0.000 typing.py:1592(__eq__)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:1669(register)
      133    0.000    0.000    0.000    0.000 hooks.py:277(_register)
  495/411    0.000    0.000    0.000    0.000 typing.py:1285(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:12(__getattr__)
        1    0.000    0.000    0.000    0.000 lexer.py:1(<module>)
